"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 04/27/2017. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 2,232 Crashes containing 2,264 Units and 2,319 Persons"

"Query Filters:"
"Crash Year Is In 2010 or 2011 or 2012 or 2013 or 2014 or 2015 or 2016 or 2017"
"City Is Equal To Austin"
"Unit Description Is Equal To Pedalcyclist"

"Crash ID","Average Daily Traffic Amount","Average Daily Traffic Year","Crash Death Count","Crash Incapacitating Injury Count","Crash Non-incapacitating Injury Count","Crash Not Injured Count","Crash Possible Injury Count","Crash Severity","Crash Time","Crash Year","Day of Week","Intersecting Street Name","Intersection Related","Latitude","Light Condition","Longitude","Manner of Collision","Medical Advisory Flag","Object Struck","Road Base Type","Speed Limit","Street Name","Surface Condition","Weather Condition"
"12676052","No Data","No Data","0","0","1","0","0","Non-Incapacitating Injury","2151","2012","Wednesday","N/A","Non Intersection","30.2584348","Dark, Lighted","-97.75021259","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","0","BARTON SPRINGS RD","Wet","Rain"
"12635868","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1212","2012","Thursday","N/A","Non Intersection","No Data","Daylight","No Data","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","30","S CONGRESS AVE","Dry","Cloudy"
"12636118","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","0752","2012","Thursday","N/A","Driveway Access","No Data","Daylight","No Data","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","0","W BRAKER LN","Dry","Cloudy"
"12674776","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","0920","2012","Thursday","N/A","Driveway Access","30.23868436","Daylight","-97.75363644","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","35","S CONGRESS AVE","Dry","Cloudy"
"12635847","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","2314","2012","Friday","JESSIE ST","Intersection","30.26143478","Dark, Lighted","-97.76001246","One Motor Vehicle - Turning Right","No","Not Applicable","No Data","35","BARTON SPRINGS RD","Dry","Clear"
"12635930","No Data","No Data","0","0","1","2","0","Non-Incapacitating Injury","1957","2012","Saturday","ATTAYAC ST","Intersection","30.26404478","Daylight","-97.72947247","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","30","E 6TH ST","Dry","Clear"
"12712159","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1216","2012","Sunday","N/A","Driveway Access","30.1782248","Unknown","-97.83872245","One Motor Vehicle - Turning Right","No","Not Applicable","No Data","45","W SLAUGHTER LN","Unknown","Unknown"
"12636027","No Data","No Data","0","0","0","1","1","Possible Injury","1647","2012","Monday","N/A","Driveway Access","30.23085127","Daylight","-97.73336731","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","0","E OLTORF ST","Dry","Clear"
"12677534","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1533","2012","Monday","N/A","Non Intersection","30.28725728","Daylight","-97.72675997","One Motor Vehicle - Turning Right","No","Not Applicable","No Data","35","E DEAN KEETON ST","Dry","Clear"
"12705824","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1209","2012","Monday","N/A","Non Intersection","30.23105479","Daylight","-97.75934246","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","35","S CONGRESS AVE","Dry","Clear"
"12635986","No Data","No Data","0","0","1","0","0","Non-Incapacitating Injury","1707","2012","Tuesday","N/A","Driveway Access","30.27355915","Daylight","-97.69108431","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","30","OAK SPRINGS DR","Dry","Clear"
"12648853","41709","2014","0","0","1","6","0","Non-Incapacitating Injury","1743","2012","Wednesday","N/A","Driveway Access","30.41873816","Daylight","-97.84637097","One Motor Vehicle - Turning Left","No","Not Applicable","Flex Base (Granular)","60","RM0620","Dry","Clear"
"12832866","No Data","No Data","0","1","0","4","0","Incapacitating Injury","1823","2012","Wednesday","N/A","Non Intersection","No Data","Daylight","No Data","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","0","PARK PL","Dry","Clear"
"12648792","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","0705","2012","Thursday","DEDHAM LN","Intersection","30.1936748","Daylight","-97.88590243","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","30","ESCARPMENT BLVD","Dry","Clear"
"12648839","No Data","No Data","0","1","0","2","0","Incapacitating Injury","0216","2012","Thursday","N/A","Non Intersection","30.35993437","Dark, Lighted","-97.72982256","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","40","BURNET RD","Dry","Clear"
"12648844","No Data","No Data","0","0","0","3","0","Not Injured","2229","2012","Thursday","E 38TH ST","Intersection","30.29871477","Dark, Lighted","-97.72979246","Opposite Direction - One Straight-One Left Turn","No","Not Applicable","No Data","35","DUVAL ST","Dry","Clear"
"12677565","No Data","No Data","0","0","1","2","0","Non-Incapacitating Injury","1617","2012","Thursday","W RIVERSIDE DR","Intersection","30.26028478","Daylight","-97.74963246","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","0","S 1ST ST","Dry","Clear"
"12648769","No Data","No Data","0","0","1","2","0","Non-Incapacitating Injury","1733","2012","Friday","N/A","Driveway Access","30.24168775","Daylight","-97.75870456","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","35","OLTORF ST W","Dry","Clear"
"12648787","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1235","2012","Friday","UNKNOWN","Intersection","30.30789175","Daylight","-97.74139229","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","40","N LAMAR BLVD","Dry","Clear"
"12650225","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","2130","2012","Saturday","N/A","Driveway Access","30.23172585","Daylight","-97.75895108","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","45","S CONGRESS AVE","Dry","Clear"
"12650238","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1339","2012","Saturday","UNKNOWN","Intersection","30.25890478","Daylight","-97.74621246","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","0","CONGRESS AVE S","Dry","Clear"
"12677502","No Data","No Data","0","0","1","4","0","Non-Incapacitating Injury","1748","2012","Saturday","UNKNOWN","Intersection","30.37683476","Daylight","-97.65911248","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","0","DESSAU RD","Dry","Clear"
"12706507","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","0202","2012","Saturday","N/A","Non Intersection","30.22235501","Dark, Lighted","-97.77208757","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","35","S 1ST ST","Dry","Clear"
"12648999","No Data","No Data","0","0","1","7","2","Non-Incapacitating Injury","1823","2012","Sunday","UNKNOWN","Intersection","30.24138478","Daylight","-97.72593247","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","30","ELMONT DR","Dry","Clear"
"12650227","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1155","2012","Monday","SANTA RITA ST","Intersection","30.25677478","Daylight","-97.71683247","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","30","JULIAN TERAN ST","Dry","Clear"
"12712128","85146","2014","0","0","0","0","0","Unknown","1020","2012","Monday","PECAN PARK BLVD","Intersection Related","30.46556846","Daylight","-97.79578795","One Motor Vehicle - Going Straight","No","Not Applicable","Flex Base (Granular)","50","US0183","Dry","Clear"
"12648868","No Data","No Data","0","0","1","2","0","Non-Incapacitating Injury","1050","2012","Tuesday","N/A","Non Intersection","30.29546203","Daylight","-97.7367638","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","30","SPEEDWAY","Dry","Clear"
"12670648","No Data","No Data","0","0","0","1","1","Possible Injury","0920","2012","Tuesday","N/A","Non Intersection","No Data","Dark, Not Lighted","No Data","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","35","GUADALUPE ST","Dry","Clear"
"12660367","No Data","No Data","0","1","0","1","0","Incapacitating Injury","0250","2012","Saturday","N/A","Non Intersection","30.2695939","Dark, Lighted","-97.73840994","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","0","TRINITY ST","Dry","Clear"
"12712164","No Data","No Data","0","0","0","3","1","Possible Injury","1637","2012","Saturday","N/A","Non Intersection","30.18382461","Daylight","-97.74983702","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","25","CREEK BEND DR","Dry","Clear"
"12660309","No Data","No Data","0","0","0","1","0","Not Injured","1728","2012","Monday","N/A","Non Intersection","No Data","Daylight","No Data","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","0","RESEARCH NB SVRD","Dry","Clear"
"12660477","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1252","2012","Tuesday","N/A","Non Intersection","30.26787352","Daylight","-97.73850006","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","45","E 7TH ST","Dry","Clear"
"12677861","No Data","No Data","0","1","0","1","0","Incapacitating Injury","1857","2012","Tuesday","N/A","Driveway Access","30.44082908","Daylight","-97.7731009","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","35","POND SPRINGS RD","Dry","Clear"
"12712190","34215","2014","0","0","1","1","0","Non-Incapacitating Injury","1039","2012","Thursday","N/A","Driveway Access","30.24645044","Daylight","-97.77829459","One Motor Vehicle - Turning Right","No","Not Applicable","Flex Base (Granular)","35","SL0343","Dry","Clear"
"12677620","No Data","No Data","0","0","1","0","0","Non-Incapacitating Injury","2204","2012","Monday","W 38TH ST","Intersection","30.30274477","Dark, Lighted","-97.73815246","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","35","GUADALUPE ST","Dry","Clear"
"12678281","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1141","2012","Wednesday","CROCKETT ST","Intersection","30.24284866","Daylight","-97.75217206","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","40","CONGRESS AVE S","Dry","Clear"
"12678452","No Data","No Data","0","0","1","0","0","Non-Incapacitating Injury","1639","2012","Wednesday","N/A","Non Intersection","No Data","Daylight","No Data","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","5","IH0035","Dry","Clear"
"12705913","No Data","No Data","0","1","0","1","0","Incapacitating Injury","0029","2012","Wednesday","N/A","Non Intersection","30.23471796","Dark, Not Lighted","-97.74383661","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","0","OLTORF ST E","Dry","Clear"
"12678335","No Data","No Data","0","0","1","5","0","Non-Incapacitating Injury","1812","2012","Thursday","N/A","Non Intersection","30.246376","Daylight","-97.71473287","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","35","S PLEASANT VALLEY RD","Dry","Clear"
"12686725","No Data","No Data","0","1","0","1","0","Incapacitating Injury","1821","2012","Wednesday","S PLEASANT VALLEY RD","Intersection Related","30.19705742","Daylight","-97.74431384","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","30","TERI RD","Dry","Clear"
"12697752","No Data","No Data","0","0","0","1","1","Possible Injury","1721","2012","Wednesday","N/A","Non Intersection","No Data","Daylight","No Data","One Motor Vehicle - Turning Right","No","Not Applicable","No Data","45","US0183","Dry","Clear"
"12686840","No Data","No Data","0","0","1","0","0","Non-Incapacitating Injury","1853","2012","Thursday","CIMARRON TRL","Intersection Related","30.22705479","Daylight","-97.79015245","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","35","MANCHACA RD","Dry","Clear"
"12686885","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1613","2012","Friday","ANDERSON VILLAGE DR","Intersection","30.45986474","Daylight","-97.78605244","One Motor Vehicle - Turning Right","No","Not Applicable","No Data","30","MEADOWHEATH DR","Dry","Clear"
"12696955","No Data","No Data","0","0","1","2","0","Non-Incapacitating Injury","0629","2012","Saturday","CHRISTOPHER ST","Intersection","30.25577478","Unknown","-97.75728246","One Motor Vehicle - Turning Right","No","Not Applicable","No Data","0","5TH ST S","Dry","Cloudy"
"12722355","No Data","No Data","0","1","0","0","0","Incapacitating Injury","0108","2012","Saturday","UNKNOWN","Intersection","30.291161","Dark, Lighted","-97.72705394","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","30","RED RIVER ST","Dry","Clear"
"12696870","44866","2014","0","0","1","1","0","Non-Incapacitating Injury","1210","2012","Monday","N/A","Non Intersection","30.38292895","Daylight","-97.77079716","One Motor Vehicle - Going Straight","No","Not Applicable","Flex Base (Granular)","60","SL0360","Dry","Clear"
"12737818","No Data","No Data","0","0","0","1","1","Possible Injury","1806","2012","Monday","N/A","Non Intersection","No Data","Daylight","No Data","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","0","FAIRWAY ST","Dry","Clear"
"12737969","No Data","No Data","0","0","1","0","0","Non-Incapacitating Injury","0957","2012","Monday","ANCHOR LN","Intersection","30.28751477","Daylight","-97.70131247","One Motor Vehicle - Turning Right","No","Not Applicable","No Data","35","MANOR RD","Dry","Clear"
"12697034","No Data","No Data","0","1","0","1","0","Incapacitating Injury","1216","2012","Wednesday","UNKNOWN","Intersection","30.26654478","Daylight","-97.74482246","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","30","W 4TH ST","Dry","Clear"
"12697013","148494","2014","0","0","1","1","0","Non-Incapacitating Injury","0335","2012","Friday","N/A","Non Intersection","30.26592916","Dark, Lighted","-97.73458853","One Motor Vehicle - Going Straight","No","Not Applicable","Flex Base (Granular)","60","IH0035","Wet","Cloudy"
"12835403","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1746","2012","Friday","N/A","Driveway Access","30.24419449","Daylight","-97.73010044","One Motor Vehicle - Turning Right","No","Not Applicable","No Data","35","E RIVERSIDE DR","Dry","Clear"
"12696971","No Data","No Data","0","0","0","1","0","Not Injured","0142","2012","Sunday","E RIVERSIDE DR","Intersection","30.24016478","Dark, Not Lighted","-97.72707247","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","30","BURTON DR","Dry","Clear"
"12706141","No Data","No Data","0","0","1","4","0","Non-Incapacitating Injury","2225","2012","Tuesday","GUADALUPE ST","Intersection","30.29539477","Dark, Lighted","-97.74279246","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","25","W 29TH ST","Dry","Clear"
"12758950","No Data","No Data","0","0","0","1","1","Possible Injury","1722","2012","Wednesday","PARKSTONE HEIGHTY DR","Intersection","No Data","Daylight","No Data","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","0","SL0360","Dry","Clear"
"12706319","No Data","No Data","0","1","0","1","0","Incapacitating Injury","1729","2012","Thursday","E 49TH ST","Intersection","30.31200477","Daylight","-97.72134247","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","30","DUVAL ST","Dry","Clear"
"12749265","No Data","No Data","0","0","1","6","0","Non-Incapacitating Injury","1618","2012","Friday","W RIVERSIDE DR","Intersection Related","30.25809478","Daylight","-97.74792246","One Motor Vehicle - Turning Right","No","Not Applicable","No Data","30","HAYWOOD AVE","Dry","Clear"
"12718188","No Data","No Data","0","0","0","1","1","Possible Injury","1013","2012","Saturday","UNKNOWN","Intersection Related","30.23779193","Daylight","-97.72562194","One Motor Vehicle - Turning Right","No","Not Applicable","No Data","35","E RIVERSIDE DR","Dry","Clear"
"12718111","No Data","No Data","0","0","0","1","1","Possible Injury","1812","2012","Monday","N/A","Driveway Access","30.23224206","Daylight","-97.73694691","One Motor Vehicle - Turning Right","No","Not Applicable","No Data","0","PARKER LN","Dry","Clear"
"12718062","No Data","No Data","0","0","0","1","1","Possible Injury","1938","2012","Tuesday","W BRAKER LN","Intersection","30.40069475","Daylight","-97.74884246","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","40","JOLLYVILLE RD","Dry","Clear"
"12718033","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","0833","2012","Wednesday","N/A","Driveway Access","30.39058487","Daylight","-97.80215215","One Motor Vehicle - Backing","No","Not Applicable","No Data","40","JESTER BLVD","Dry","Clear"
"12733524","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","2302","2012","Saturday","WEST DR","Intersection Related","30.29522713","Dark, Not Lighted","-97.74163391","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","0","FRUTH ST","Dry","Clear"
"12773889","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1556","2012","Saturday","N/A","Driveway Access","No Data","Daylight","No Data","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","20","W ANDERSON LN","Dry","Clear"
"12734499","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1108","2012","Sunday","N/A","Non Intersection","No Data","Daylight","No Data","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","0","FM0620","Wet","Clear"
"12733606","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1058","2012","Tuesday","N/A","Driveway Access","No Data","Daylight","No Data","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","30","N LAMAR BLVD","Dry","Clear"
"12765024","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1900","2012","Tuesday","N/A","Non Intersection","30.41023475","Daylight","-97.75132245","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","40","TAYLOR DRAPER LN","Dry","Clear"
"12733677","No Data","No Data","0","0","0","1","1","Possible Injury","0827","2012","Friday","UNKNOWN","Intersection","30.28089478","Daylight","-97.71429247","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","0","CEDAR AVE","Dry","Clear"
"12784023","No Data","No Data","0","0","1","4","0","Non-Incapacitating Injury","1834","2012","Friday","N/A","Driveway Access","30.32061562","Daylight","-97.69608325","One Motor Vehicle - Turning Right","No","Not Applicable","No Data","35","CAMERON RD","Dry","Clear"
"12784056","20895","2014","0","0","0","2","0","Not Injured","1925","2012","Friday","CESAR CHAVEZ ST E","Intersection Related","30.26243787","Daylight","-97.74099345","One Motor Vehicle - Going Straight","No","Not Applicable","Concrete","30","SL0343","Dry","Clear"
"12733978","174473","2014","0","0","1","0","0","Non-Incapacitating Injury","1925","2012","Sunday","E 46TH ST","Intersection","30.30385901","Daylight","-97.71398637","One Motor Vehicle - Turning Right","No","Not Applicable","Flex Base (Granular)","0","IH0035","Dry","Clear"
"12853414","No Data","No Data","0","0","0","1","1","Possible Injury","1854","2012","Tuesday","E WILLIAM CANNON DR","Intersection","30.1926748","Daylight","-97.77756246","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","35","CIRCLE S RD","Dry","Clear"
"12748050","No Data","No Data","0","0","0","2","0","Not Injured","1405","2012","Wednesday","LAVACA ST","Intersection","30.26965478","Daylight","-97.74485246","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","30","W 7TH ST","Dry","Clear"
"12748055","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1729","2012","Wednesday","N/A","Driveway Access","30.29003983","Daylight","-97.7654004","One Motor Vehicle - Backing","No","Not Applicable","No Data","25","WOODMONT AVE","Dry","Clear"
"12748692","No Data","No Data","0","0","1","0","0","Non-Incapacitating Injury","1825","2012","Thursday","N/A","Driveway Access","30.32196864","Daylight","-97.7256368","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","35","GUADALUPE ST","Dry","Cloudy"
"12748693","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1510","2012","Thursday","CLOVERLEAF DR","Intersection","30.30919477","Daylight","-97.69551247","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","35","BERKMAN DR","Dry","Cloudy"
"12785072","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","0837","2012","Friday","PARKDALE DR","Intersection","30.36298476","Daylight","-97.73163246","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","30","STECK AVE","Wet","Cloudy"
"12835141","172066","2014","0","0","1","0","0","Non-Incapacitating Injury","1042","2012","Saturday","N/A","Driveway Access","30.31168601","Daylight","-97.70908535","One Motor Vehicle - Going Straight","No","Not Applicable","Flex Base (Granular)","45","IH0035","Dry","Clear"
"12747797","No Data","No Data","0","0","0","2","1","Possible Injury","1559","2012","Monday","N/A","Driveway Access","30.23630446","Daylight","-97.72515962","One Motor Vehicle - Turning Right","No","Not Applicable","No Data","35","E RIVERSIDE DR","Dry","Clear"
"12760963","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","0958","2012","Monday","N/A","Non Intersection","No Data","Daylight","No Data","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","50","IH0035","Dry","Clear"
"12803804","No Data","No Data","0","0","1","0","0","Non-Incapacitating Injury","1450","2012","Tuesday","UNKNOWN","Intersection","30.36698989","Daylight","-97.70064582","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","35","RUTLAND DR","Dry","Clear"
"12758958","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","2223","2012","Friday","W RIVERSIDE DR","Intersection","30.26028478","Dark, Lighted","-97.74963246","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","35","S 1ST ST","Dry","Clear"
"12760890","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1705","2012","Friday","BRENTWOOD ST","Intersection Related","30.33398477","Daylight","-97.72127247","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","0","N LAMAR BLVD","Dry","Clear"
"12760892","No Data","No Data","0","0","0","2","0","Not Injured","0827","2012","Friday","N/A","Driveway Access","30.28032806","Daylight","-97.75902311","One Motor Vehicle - Turning Right","No","Not Applicable","No Data","0","W LYNN ST","Dry","Cloudy"
"12767125","160919","2014","0","0","0","1","1","Possible Injury","0539","2012","Saturday","N/A","Non Intersection","30.19039416","Dark, Lighted","-97.77057019","One Motor Vehicle - Going Straight","No","Not Applicable","Flex Base (Granular)","0","IH0035","Dry","Clear"
"12832878","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1112","2012","Saturday","N LAMAR BLVD","Intersection Related","30.28686478","Daylight","-97.75313246","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","0","SHOAL CREEK BLVD","Dry","Clear"
"12919603","No Data","No Data","0","0","4","0","0","Non-Incapacitating Injury","0221","2012","Saturday","N/A","Non Intersection","30.27197469","Dark, Lighted","-97.75513021","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","30","W 6TH ST","Dry","Clear"
"12757336","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1733","2012","Monday","PARKFIELD DR","Intersection Related","30.36733476","Daylight","-97.70628247","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","45","W RUNDBERG LN","Dry","Clear"
"12803766","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1348","2012","Wednesday","N/A","Driveway Access","30.2099831","Daylight","-97.78579031","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","35","W STASSNEY LN","Dry","Cloudy"
"12767225","No Data","No Data","0","0","0","1","1","Possible Injury","0719","2012","Thursday","E 45TH ST","Intersection Related","30.30361477","Daylight","-97.71599247","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","0","AIRPORT BLVD","Dry","Clear"
"12766636","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","0906","2012","Friday","N/A","Driveway Access","30.27296426","Daylight","-97.74481732","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","0","GUADALUPE ST","Dry","Clear"
"12766743","No Data","No Data","0","0","1","4","0","Non-Incapacitating Injury","1508","2012","Saturday","W 4TH ST","Intersection","30.26716478","Daylight","-97.74698246","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","35","GUADALUPE ST","Dry","Clear"
"12766684","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","0901","2012","Monday","SAN ANTONIO ST","Intersection","30.27508478","Daylight","-97.74520246","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","30","W 12TH ST","Dry","Cloudy"
"12833010","No Data","No Data","0","0","1","3","0","Non-Incapacitating Injury","0931","2012","Sunday","CLAY AVE","Intersection","30.32781477","Daylight","-97.73975246","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","45","BURNET RD","Wet","Rain"
"12781979","No Data","No Data","0","1","0","1","0","Incapacitating Injury","0726","2012","Monday","WOODWARD ST","Intersection","30.22964479","Daylight","-97.76025246","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","35","S CONGRESS AVE","Dry","Cloudy"
"12793595","No Data","No Data","0","0","1","2","0","Non-Incapacitating Injury","1920","2012","Monday","N/A","Non Intersection","30.26899478","Daylight","-97.74246246","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","35","CONGRESS AVE","Dry","Clear"
"12782082","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1641","2012","Tuesday","N/A","Driveway Access","30.22189362","Daylight","-97.76459313","One Motor Vehicle - Turning Right","No","Not Applicable","No Data","40","S CONGRESS AVE","Dry","Clear"
"12793559","No Data","No Data","0","0","1","0","0","Non-Incapacitating Injury","0223","2012","Saturday","W 6TH ST","Intersection","30.26901478","Dark, Lighted","-97.74629246","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","30","GUADALUPE ST","Dry","Clear"
"12828561","No Data","No Data","0","0","1","3","0","Non-Incapacitating Injury","1712","2012","Saturday","E 6TH ST","Intersection","30.26678478","Daylight","-97.73825246","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","30","NECHES ST","Dry","Clear"
"12833019","No Data","No Data","0","0","1","3","0","Non-Incapacitating Injury","1501","2012","Saturday","WELLINGTON DR","Intersection","30.31229477","Daylight","-97.68808247","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","30","GASTON PLACE DR","Dry","Clear"
"12840808","25436","2014","0","0","1","0","0","Non-Incapacitating Injury","1600","2012","Saturday","BERKMAN DR","Intersection Related","30.3213932","Daylight","-97.68908316","One Motor Vehicle - Turning Right","No","Not Applicable","Flex Base (Granular)","45","US0290","Dry","Clear"
"12793501","No Data","No Data","0","1","0","5","0","Incapacitating Injury","1011","2012","Monday","S CONGRESS AVE","Intersection Related","30.22964479","Daylight","-97.76025246","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","35","WOODWARD ST","Dry","Clear"
"12835118","No Data","No Data","0","0","1","4","0","Non-Incapacitating Injury","1303","2012","Monday","N/A","Non Intersection","30.26104754","Daylight","-97.75896891","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","35","BARTON SPRINGS RD","Dry","Clear"
"12835138","No Data","No Data","0","0","0","1","0","Not Injured","1200","2012","Monday","E 5TH ST","Intersection","30.26629493","Daylight","-97.74077327","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","30","SAN JACINTO BLVD","Dry","Clear"
"12793753","No Data","No Data","0","0","1","1","0","Non-Incapacitating Injury","1743","2012","Wednesday","N/A","Non Intersection","30.30161425","Daylight","-97.69542018","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","40","E 51ST ST","Dry","Cloudy"
"12835448","No Data","No Data","0","0","1","0","0","Non-Incapacitating Injury","0700","2012","Friday","N/A","Non Intersection","30.32342977","Dusk","-97.72385747","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","0","GUADALUPE ST","Dry","Clear"
"12805600","No Data","No Data","0","0","1","2","0","Non-Incapacitating Injury","0856","2012","Saturday","N/A","Driveway Access","30.35812476","Daylight","-97.73030246","One Motor Vehicle - Going Straight","No","Not Applicable","No Data","45","BURNET RD","Dry","Clear"
"12835250","No Data","No Data","0","0","0","3","0","Not Injured","1259","2012","Saturday","UNKNOWN","Intersection Related","30.26526478","Daylight","-97.74385246","One Motor Vehicle - Turning Left","No","Not Applicable","No Data","35","W 3RD ST","Dry","Clear"
